pH,conductivity,turbidity,temperature,time
7.61,16.3,581,13.19,2025-12-05T02:21:28
7.61,16.33,582,13.13,2025-12-05T02:21:38
7.61,16.3,582,13.19,2025-12-05T02:21:48
7.61,16.33,581,13.13,2025-12-05T02:21:58
7.61,16.33,579,13.13,2025-12-05T02:22:08
7.61,16.33,582,13.13,2025-12-05T02:22:19
7.61,16.33,581,13.13,2025-12-05T02:22:29
7.61,16.33,582,13.13,2025-12-05T02:22:39
7.61,16.33,582,13.13,2025-12-05T02:22:49
7.61,16.33,582,13.13,2025-12-05T02:22:59
7.61,16.33,581,13.13,2025-12-05T02:23:10
7.61,16.3,581,13.19,2025-12-05T02:23:20
7.61,16.3,582,13.19,2025-12-05T02:23:30
7.61,16.3,582,13.19,2025-12-05T02:23:40
7.61,16.3,582,13.19,2025-12-05T02:23:50
7.61,16.3,579,13.19,2025-12-05T02:24:01
7.61,16.3,582,13.19,2025-12-05T02:24:11
7.61,16.3,583,13.19,2025-12-05T02:24:21
7.61,16.3,582,13.19,2025-12-05T02:24:31
7.61,16.3,582,13.19,2025-12-05T02:24:41
7.61,16.3,582,13.19,2025-12-05T02:24:51
7.61,16.3,582,13.19,2025-12-05T02:25:02
7.61,16.3,582,13.19,2025-12-05T02:25:12
7.61,16.3,582,13.19,2025-12-05T02:25:22
7.61,16.3,582,13.19,2025-12-05T02:25:32
7.61,16.28,582,13.25,2025-12-05T02:25:42
7.61,16.3,582,13.19,2025-12-05T02:25:53
7.61,16.3,582,13.19,2025-12-05T02:26:03
7.6,16.3,582,13.19,2025-12-05T02:26:13
7.61,16.28,582,13.25,2025-12-05T02:26:23
7.61,16.28,581,13.25,2025-12-05T02:26:33
7.6,16.28,581,13.25,2025-12-05T02:26:44
7.6,16.28,581,13.25,2025-12-05T02:26:54
7.61,16.28,581,13.25,2025-12-05T02:27:04
7.61,16.25,581,13.31,2025-12-05T02:27:14
7.6,16.25,581,13.31,2025-12-05T02:27:24
7.6,16.25,581,13.31,2025-12-05T02:27:35
7.6,16.25,581,13.31,2025-12-05T02:27:45
7.6,16.25,581,13.31,2025-12-05T02:27:55
7.6,16.25,581,13.31,2025-12-05T02:28:05
7.6,16.25,582,13.31,2025-12-05T02:28:15
7.6,16.25,582,13.31,2025-12-05T02:28:26
7.6,16.25,583,13.31,2025-12-05T02:28:36
7.59,16.25,582,13.31,2025-12-05T02:28:46
7.6,16.28,582,13.25,2025-12-05T02:28:56
7.6,16.28,582,13.25,2025-12-05T02:29:06
7.6,16.28,581,13.25,2025-12-05T02:29:17
7.6,16.28,582,13.25,2025-12-05T02:29:27
7.6,16.28,582,13.25,2025-12-05T02:29:37
7.6,16.28,582,13.25,2025-12-05T02:29:47
7.6,16.25,582,13.31,2025-12-05T02:29:57
7.61,16.25,582,13.31,2025-12-05T02:30:07
7.6,16.28,582,13.25,2025-12-05T02:30:18
7.61,16.25,582,13.31,2025-12-05T02:30:28
7.6,16.25,582,13.31,2025-12-05T02:30:38
7.6,16.25,581,13.31,2025-12-05T02:30:48
7.6,16.25,583,13.31,2025-12-05T02:30:58
7.6,16.22,583,13.38,2025-12-05T02:31:09
7.6,16.22,582,13.38,2025-12-05T02:31:19
7.6,16.22,583,13.38,2025-12-05T02:31:29
7.6,16.25,583,13.31,2025-12-05T02:31:39
7.6,16.22,582,13.38,2025-12-05T02:31:49
7.59,16.25,582,13.31,2025-12-05T02:32:00
7.6,16.25,583,13.31,2025-12-05T02:32:10
7.6,16.25,583,13.31,2025-12-05T02:32:20
7.6,16.25,583,13.31,2025-12-05T02:32:30
7.6,16.28,583,13.25,2025-12-05T02:32:40
7.6,16.28,582,13.25,2025-12-05T02:32:51
7.6,16.28,583,13.25,2025-12-05T02:33:01
7.6,16.28,583,13.25,2025-12-05T02:33:11
7.6,16.28,583,13.25,2025-12-05T02:33:21
7.6,16.28,583,13.25,2025-12-05T02:33:31
7.61,16.28,583,13.25,2025-12-05T02:33:42
7.61,16.28,583,13.25,2025-12-05T02:33:52
7.61,16.28,583,13.25,2025-12-05T02:34:02
7.6,16.28,584,13.25,2025-12-05T02:34:12
7.6,16.25,584,13.31,2025-12-05T02:34:22
7.61,16.28,583,13.25,2025-12-05T02:34:33
7.61,16.25,584,13.31,2025-12-05T02:34:43
7.61,16.25,584,13.31,2025-12-05T02:34:53
7.6,16.25,585,13.31,2025-12-05T02:35:03
7.6,16.25,584,13.31,2025-12-05T02:35:13
7.6,16.25,585,13.31,2025-12-05T02:35:24
7.59,16.25,585,13.31,2025-12-05T02:35:34
7.6,16.25,584,13.31,2025-12-05T02:35:44
7.59,16.25,585,13.31,2025-12-05T02:35:54
7.6,16.22,584,13.38,2025-12-05T02:36:04
7.59,16.22,585,13.38,2025-12-05T02:36:15
7.58,16.22,586,13.38,2025-12-05T02:36:25
7.59,16.22,585,13.38,2025-12-05T02:36:35
7.58,16.22,585,13.38,2025-12-05T02:36:45
7.58,16.22,586,13.38,2025-12-05T02:36:55
7.58,16.22,586,13.38,2025-12-05T02:37:05
7.58,16.22,586,13.38,2025-12-05T02:37:16
7.58,16.22,586,13.38,2025-12-05T02:37:26
7.57,16.22,585,13.38,2025-12-05T02:37:36
7.58,16.22,585,13.38,2025-12-05T02:37:46
7.58,16.22,586,13.38,2025-12-05T02:37:56
7.58,16.22,586,13.38,2025-12-05T02:38:07
7.58,16.22,586,13.38,2025-12-05T02:38:17
7.58,16.22,586,13.38,2025-12-05T02:38:27
7.57,16.22,586,13.38,2025-12-05T02:38:37
7.58,16.22,586,13.38,2025-12-05T02:38:47
7.57,16.22,586,13.38,2025-12-05T02:38:58
7.57,16.22,586,13.38,2025-12-05T02:39:08
7.58,16.22,586,13.38,2025-12-05T02:39:18
7.57,16.22,585,13.38,2025-12-05T02:39:28
7.57,16.2,586,13.44,2025-12-05T02:39:38
7.57,16.2,584,13.44,2025-12-05T02:39:49
7.57,16.22,586,13.38,2025-12-05T02:39:59
7.57,16.2,586,13.44,2025-12-05T02:40:09
7.57,16.2,586,13.44,2025-12-05T02:40:19
7.57,16.2,585,13.44,2025-12-05T02:40:29
7.57,16.22,586,13.38,2025-12-05T02:40:40
7.58,16.22,586,13.38,2025-12-05T02:40:50
7.58,16.22,586,13.38,2025-12-05T02:41:00
7.58,16.22,586,13.38,2025-12-05T02:41:10
7.58,16.22,586,13.38,2025-12-05T02:41:20
7.59,16.22,586,13.38,2025-12-05T02:41:31
7.59,16.22,586,13.38,2025-12-05T02:41:41
7.58,16.22,586,13.38,2025-12-05T02:41:51
7.59,16.25,586,13.31,2025-12-05T02:42:01
7.59,16.22,586,13.38,2025-12-05T02:42:11
7.58,16.22,586,13.38,2025-12-05T02:42:21
7.58,16.25,586,13.31,2025-12-05T02:42:32
7.59,16.22,586,13.38,2025-12-05T02:42:42
7.59,16.25,587,13.31,2025-12-05T02:42:52
7.59,16.25,586,13.31,2025-12-05T02:43:02
7.59,16.22,587,13.38,2025-12-05T02:43:12
7.59,16.22,587,13.38,2025-12-05T02:43:23
7.59,16.25,587,13.31,2025-12-05T02:43:33
7.58,16.22,587,13.38,2025-12-05T02:43:43
7.59,16.25,587,13.31,2025-12-05T02:43:53
7.59,16.25,587,13.31,2025-12-05T02:44:03
7.59,16.25,587,13.31,2025-12-05T02:44:14
7.6,16.25,587,13.31,2025-12-05T02:44:24
7.6,16.25,587,13.31,2025-12-05T02:44:34
7.6,16.25,586,13.31,2025-12-05T02:44:44
7.6,16.28,587,13.25,2025-12-05T02:44:54
7.6,16.25,587,13.31,2025-12-05T02:45:05
7.6,16.28,587,13.25,2025-12-05T02:45:15
7.6,16.25,586,13.31,2025-12-05T02:45:25
7.6,16.25,587,13.31,2025-12-05T02:45:35
7.59,16.25,587,13.31,2025-12-05T02:45:45
7.59,16.25,587,13.31,2025-12-05T02:45:56
7.6,16.25,587,13.31,2025-12-05T02:46:06
7.59,16.22,587,13.38,2025-12-05T02:46:16
7.59,16.22,587,13.38,2025-12-05T02:46:26
7.59,16.22,587,13.38,2025-12-05T02:46:36
7.59,16.22,587,13.38,2025-12-05T02:46:46
7.59,16.22,587,13.38,2025-12-05T02:46:57
7.59,16.25,586,13.31,2025-12-05T02:47:07
7.59,16.25,587,13.31,2025-12-05T02:47:17
7.59,16.25,587,13.31,2025-12-05T02:47:27
7.59,16.25,587,13.31,2025-12-05T02:47:37
7.59,16.25,587,13.31,2025-12-05T02:47:48
7.59,16.25,587,13.31,2025-12-05T02:47:58
7.59,16.22,586,13.38,2025-12-05T02:48:08
7.59,16.25,586,13.31,2025-12-05T02:48:18
7.59,16.22,587,13.38,2025-12-05T02:48:28
7.59,16.22,587,13.38,2025-12-05T02:48:39
7.59,16.22,588,13.38,2025-12-05T02:48:49
7.59,16.25,585,13.31,2025-12-05T02:48:59
7.59,16.25,587,13.31,2025-12-05T02:49:09
7.59,16.25,587,13.31,2025-12-05T02:49:19
7.59,16.25,586,13.31,2025-12-05T02:49:30
7.59,16.25,587,13.31,2025-12-05T02:49:40
7.59,16.25,587,13.31,2025-12-05T02:49:50
7.59,16.22,587,13.38,2025-12-05T02:50:00
7.59,16.22,587,13.38,2025-12-05T02:50:10
7.59,16.22,587,13.38,2025-12-05T02:50:21
7.58,16.25,587,13.31,2025-12-05T02:50:31
7.59,16.22,587,13.38,2025-12-05T02:50:41
7.58,16.25,588,13.31,2025-12-05T02:50:51
7.58,16.22,588,13.38,2025-12-05T02:51:01
7.58,16.22,588,13.38,2025-12-05T02:51:12
7.58,16.22,585,13.38,2025-12-05T02:51:22
7.58,16.25,588,13.31,2025-12-05T02:51:32
7.58,16.22,588,13.38,2025-12-05T02:51:42
7.58,16.22,588,13.38,2025-12-05T02:51:52
7.58,16.22,588,13.38,2025-12-05T02:52:02
7.58,16.22,588,13.38,2025-12-05T02:52:13
7.58,16.25,588,13.31,2025-12-05T02:52:23
7.58,16.25,588,13.31,2025-12-05T02:52:33
7.58,16.22,588,13.38,2025-12-05T02:52:43
7.58,16.25,588,13.31,2025-12-05T02:52:53
7.58,16.25,588,13.31,2025-12-05T02:53:04
7.58,16.25,588,13.31,2025-12-05T02:53:14
7.58,16.28,589,13.25,2025-12-05T02:53:24
7.59,16.28,588,13.25,2025-12-05T02:53:34
7.59,16.28,588,13.25,2025-12-05T02:53:44
7.59,16.28,588,13.25,2025-12-05T02:53:55
7.59,16.28,588,13.25,2025-12-05T02:54:05
7.59,16.25,588,13.31,2025-12-05T02:54:15
7.59,16.25,588,13.31,2025-12-05T02:54:25
7.59,16.28,588,13.25,2025-12-05T02:54:35
7.59,16.28,588,13.25,2025-12-05T02:54:46
7.59,16.25,588,13.31,2025-12-05T02:54:56
7.59,16.25,588,13.31,2025-12-05T02:55:06
7.59,16.22,588,13.38,2025-12-05T02:55:16
7.59,16.22,588,13.38,2025-12-05T02:55:26
7.59,16.22,588,13.38,2025-12-05T02:55:37
7.59,16.22,587,13.38,2025-12-05T02:55:47
7.58,13.54,588,13.38,2025-12-05T02:55:57
7.58,13.54,587,13.38,2025-12-05T02:56:07
7.58,13.52,588,13.44,2025-12-05T02:56:17
7.58,13.52,588,13.44,2025-12-05T02:56:27
7.58,13.49,587,13.5,2025-12-05T02:56:38
7.58,13.49,587,13.5,2025-12-05T02:56:48
7.57,13.49,587,13.5,2025-12-05T02:56:58
7.57,13.47,587,13.56,2025-12-05T02:57:08
7.57,13.47,588,13.56,2025-12-05T02:57:18
7.57,16.14,588,13.56,2025-12-05T02:57:29
7.57,16.2,587,13.44,2025-12-05T02:57:39
7.57,16.2,588,13.44,2025-12-05T02:57:49
7.58,13.54,588,13.38,2025-12-05T02:57:59
7.58,13.54,588,13.38,2025-12-05T02:58:09
7.58,13.54,588,13.38,2025-12-05T02:58:20
7.58,13.54,588,13.38,2025-12-05T02:58:30
7.58,13.52,587,13.44,2025-12-05T02:58:40
7.58,13.52,588,13.44,2025-12-05T02:58:50
7.58,13.52,587,13.44,2025-12-05T02:59:00
7.57,13.52,588,13.44,2025-12-05T02:59:11
7.58,16.22,588,13.38,2025-12-05T02:59:21
7.58,16.22,588,13.38,2025-12-05T02:59:31
7.58,13.54,588,13.38,2025-12-05T02:59:41
7.58,16.25,587,13.31,2025-12-05T02:59:51
7.59,13.56,589,13.31,2025-12-05T03:00:02
7.59,13.56,589,13.31,2025-12-05T03:00:12
7.58,16.25,588,13.31,2025-12-05T03:00:22
7.59,16.25,589,13.31,2025-12-05T03:00:32
7.58,16.25,589,13.31,2025-12-05T03:00:42
7.59,13.56,589,13.31,2025-12-05T03:00:53
7.59,13.56,589,13.31,2025-12-05T03:01:03
7.59,13.56,589,13.31,2025-12-05T03:01:13
7.59,13.56,588,13.31,2025-12-05T03:01:23
7.59,13.56,590,13.31,2025-12-05T03:01:33
7.59,13.56,588,13.31,2025-12-05T03:01:44
7.58,13.56,588,13.31,2025-12-05T03:01:54
7.59,13.56,589,13.31,2025-12-05T03:02:04
7.59,13.56,589,13.31,2025-12-05T03:02:14
7.59,13.56,589,13.31,2025-12-05T03:02:24
7.59,13.56,589,13.31,2025-12-05T03:02:34
7.59,13.56,588,13.31,2025-12-05T03:02:45
7.58,10.85,589,13.38,2025-12-05T03:02:55
7.59,10.85,589,13.38,2025-12-05T03:03:05
7.58,13.56,589,13.31,2025-12-05T03:03:15
7.57,13.54,590,13.38,2025-12-05T03:03:25
7.57,13.56,589,13.31,2025-12-05T03:03:36
7.57,13.54,588,13.38,2025-12-05T03:03:46
7.57,13.56,589,13.31,2025-12-05T03:03:56
7.58,10.86,587,13.31,2025-12-05T03:04:06
7.58,10.88,589,13.25,2025-12-05T03:04:16
7.58,10.88,583,13.25,2025-12-05T03:04:27
7.58,10.88,589,13.25,2025-12-05T03:04:37
7.57,10.88,589,13.25,2025-12-05T03:04:47
7.57,10.88,589,13.25,2025-12-05T03:04:57
7.57,10.88,589,13.25,2025-12-05T03:05:07
7.57,10.9,588,13.19,2025-12-05T03:05:18
7.57,10.9,588,13.19,2025-12-05T03:05:28
7.58,10.9,564,13.19,2025-12-05T03:05:38
7.57,10.9,588,13.19,2025-12-05T03:05:48
7.56,10.9,589,13.19,2025-12-05T03:05:58
7.56,10.9,589,13.19,2025-12-05T03:06:09
7.55,10.9,589,13.19,2025-12-05T03:06:19
7.56,10.9,592,13.19,2025-12-05T03:06:29
7.56,10.92,589,13.13,2025-12-05T03:06:39
7.56,10.92,591,13.13,2025-12-05T03:06:49
7.57,10.92,593,13.13,2025-12-05T03:07:00
7.57,10.92,592,13.13,2025-12-05T03:07:10
7.57,10.94,591,13.06,2025-12-05T03:07:20
7.56,10.94,592,13.06,2025-12-05T03:07:30
7.55,10.94,593,13.06,2025-12-05T03:07:40
7.56,10.94,591,13.06,2025-12-05T03:07:50
7.56,10.95,594,13,2025-12-05T03:08:01
7.55,10.95,593,13,2025-12-05T03:08:11
7.55,8.23,593,13,2025-12-05T03:08:21
7.55,10.95,593,13,2025-12-05T03:08:31
7.54,10.97,591,12.94,2025-12-05T03:08:41
7.54,10.97,594,12.94,2025-12-05T03:08:52
7.55,10.97,595,12.94,2025-12-05T03:09:02
7.55,10.97,594,12.94,2025-12-05T03:09:12
7.54,10.99,595,12.88,2025-12-05T03:09:22
7.55,8.25,593,12.88,2025-12-05T03:09:32
7.56,8.25,593,12.88,2025-12-05T03:09:43
7.55,8.25,595,12.88,2025-12-05T03:09:53
7.54,8.25,592,12.88,2025-12-05T03:10:03
7.54,8.25,593,12.88,2025-12-05T03:10:13
7.54,8.27,593,12.81,2025-12-05T03:10:23
7.52,11.01,594,12.81,2025-12-05T03:10:34
7.53,8.27,595,12.81,2025-12-05T03:10:44
7.53,8.27,593,12.81,2025-12-05T03:10:54
7.52,11.01,595,12.81,2025-12-05T03:11:04
7.54,11.01,595,12.81,2025-12-05T03:11:14
7.53,11.01,598,12.81,2025-12-05T03:11:25
7.54,11.01,596,12.81,2025-12-05T03:11:35
7.54,11.03,598,12.75,2025-12-05T03:11:45
7.54,11.01,598,12.81,2025-12-05T03:11:55
7.53,11.03,598,12.75,2025-12-05T03:12:05
7.54,11.03,598,12.75,2025-12-05T03:12:16
7.54,11.03,597,12.75,2025-12-05T03:12:26
7.55,11.03,596,12.75,2025-12-05T03:12:36
7.55,11.03,597,12.75,2025-12-05T03:12:46
7.55,11.03,597,12.75,2025-12-05T03:12:56
7.56,11.03,597,12.75,2025-12-05T03:13:06
7.57,8.28,598,12.75,2025-12-05T03:13:17
7.57,8.3,595,12.69,2025-12-05T03:13:27
7.56,8.3,599,12.69,2025-12-05T03:13:37
7.55,8.31,598,12.63,2025-12-05T03:13:47
7.54,11.06,598,12.63,2025-12-05T03:13:57
7.54,11.06,596,12.63,2025-12-05T03:14:08
7.56,11.06,598,12.63,2025-12-05T03:14:18
7.56,8.31,597,12.63,2025-12-05T03:14:28
7.55,8.31,597,12.63,2025-12-05T03:14:38
7.55,11.08,598,12.56,2025-12-05T03:14:48
7.53,11.08,598,12.56,2025-12-05T03:14:59
7.54,11.08,591,12.56,2025-12-05T03:15:09
7.55,11.06,597,12.63,2025-12-05T03:15:19
7.56,11.06,597,12.63,2025-12-05T03:15:29
7.55,8.31,593,12.63,2025-12-05T03:15:39
7.55,8.32,597,12.56,2025-12-05T03:15:50
7.55,8.32,599,12.56,2025-12-05T03:16:00
7.54,11.08,553,12.56,2025-12-05T03:16:10
7.54,11.08,600,12.56,2025-12-05T03:16:20
7.54,11.08,600,12.56,2025-12-05T03:16:30
7.55,11.08,597,12.56,2025-12-05T03:16:41
7.54,11.08,600,12.56,2025-12-05T03:16:51
7.55,11.06,599,12.63,2025-12-05T03:17:01
7.56,11.08,598,12.56,2025-12-05T03:17:11
7.54,11.08,598,12.56,2025-12-05T03:17:21
7.55,11.08,600,12.56,2025-12-05T03:17:32
7.56,11.06,598,12.63,2025-12-05T03:17:42
7.56,11.08,599,12.56,2025-12-05T03:17:52
7.56,11.06,597,12.63,2025-12-05T03:18:02
7.56,11.08,599,12.56,2025-12-05T03:18:12
7.56,11.08,600,12.56,2025-12-05T03:18:22
7.56,11.08,599,12.56,2025-12-05T03:18:33
7.57,11.08,598,12.56,2025-12-05T03:18:43
7.56,11.08,599,12.56,2025-12-05T03:18:53
7.55,11.08,600,12.56,2025-12-05T03:19:03
7.55,11.08,599,12.56,2025-12-05T03:19:13
7.56,11.08,600,12.56,2025-12-05T03:19:24
7.55,11.08,598,12.56,2025-12-05T03:19:34
7.56,11.06,598,12.63,2025-12-05T03:19:44
7.57,11.08,597,12.56,2025-12-05T03:19:54
7.57,11.08,598,12.56,2025-12-05T03:20:04
7.56,11.08,597,12.56,2025-12-05T03:20:15
7.56,11.08,599,12.56,2025-12-05T03:20:25
7.56,11.06,598,12.63,2025-12-05T03:20:35
7.57,11.06,600,12.63,2025-12-05T03:20:45
7.57,11.08,598,12.56,2025-12-05T03:20:55
7.56,11.08,599,12.56,2025-12-05T03:21:06
7.56,11.08,597,12.56,2025-12-05T03:21:16
7.56,11.08,600,12.56,2025-12-05T03:21:26
7.57,11.08,599,12.56,2025-12-05T03:21:36
7.57,11.08,598,12.56,2025-12-05T03:21:46
7.56,11.08,598,12.56,2025-12-05T03:21:57
7.57,11.08,598,12.56,2025-12-05T03:22:07
7.58,11.08,598,12.56,2025-12-05T03:22:17
7.58,8.32,598,12.56,2025-12-05T03:22:27
7.57,11.08,598,12.56,2025-12-05T03:22:37
7.57,11.1,598,12.5,2025-12-05T03:22:48
7.57,11.1,597,12.5,2025-12-05T03:22:58
7.57,11.1,598,12.5,2025-12-05T03:23:08
7.56,11.1,598,12.5,2025-12-05T03:23:18
7.57,11.08,598,12.56,2025-12-05T03:23:28
7.57,11.1,599,12.5,2025-12-05T03:23:38
7.57,11.1,599,12.5,2025-12-05T03:23:49
7.57,8.34,597,12.5,2025-12-05T03:23:59
7.56,8.34,596,12.5,2025-12-05T03:24:09
7.57,8.34,598,12.5,2025-12-05T03:24:19
7.58,8.35,597,12.44,2025-12-05T03:24:29
7.58,5.58,596,12.44,2025-12-05T03:24:40
7.56,8.36,599,12.38,2025-12-05T03:24:50
7.52,8.36,598,12.38,2025-12-05T03:25:00
7.52,11.12,600,12.44,2025-12-05T03:25:10
7.53,11.1,598,12.5,2025-12-05T03:25:20
7.53,11.1,599,12.5,2025-12-05T03:25:31
7.53,11.1,599,12.5,2025-12-05T03:25:41
7.54,11.1,599,12.5,2025-12-05T03:25:51
7.54,11.08,601,12.56,2025-12-05T03:26:01
7.54,11.08,599,12.56,2025-12-05T03:26:11
7.55,11.06,600,12.63,2025-12-05T03:26:22
7.56,11.06,600,12.63,2025-12-05T03:26:32
7.55,11.06,599,12.63,2025-12-05T03:26:42
7.56,11.06,600,12.63,2025-12-05T03:26:52
7.56,11.06,599,12.63,2025-12-05T03:27:02
7.56,11.06,601,12.63,2025-12-05T03:27:13
7.58,11.06,600,12.63,2025-12-05T03:27:23
7.56,11.06,601,12.63,2025-12-05T03:27:33
7.56,11.06,603,12.63,2025-12-05T03:27:43
7.56,13.81,601,12.63,2025-12-05T03:27:53
7.56,13.81,602,12.63,2025-12-05T03:28:04
7.56,13.81,601,12.63,2025-12-05T03:28:14
7.57,13.79,601,12.69,2025-12-05T03:28:24
7.57,11.06,597,12.63,2025-12-05T03:28:34
7.58,11.04,598,12.69,2025-12-05T03:28:44
7.57,11.06,599,12.63,2025-12-05T03:28:54
7.57,11.06,601,12.63,2025-12-05T03:29:05
7.57,11.06,597,12.63,2025-12-05T03:29:15
7.57,11.06,597,12.63,2025-12-05T03:29:25
7.57,11.06,598,12.63,2025-12-05T03:29:35
7.56,11.06,597,12.63,2025-12-05T03:29:45
7.56,11.06,600,12.63,2025-12-05T03:29:56
7.57,11.06,602,12.63,2025-12-05T03:30:06
7.57,11.06,601,12.63,2025-12-05T03:30:16
7.57,11.06,598,12.63,2025-12-05T03:30:26
7.57,11.06,599,12.63,2025-12-05T03:30:36
7.57,13.81,599,12.63,2025-12-05T03:30:47
7.57,13.81,596,12.63,2025-12-05T03:30:57
7.56,11.04,601,12.69,2025-12-05T03:31:07
7.57,11.04,598,12.69,2025-12-05T03:31:17
7.57,11.06,595,12.63,2025-12-05T03:31:27
7.58,11.04,597,12.69,2025-12-05T03:31:38
7.59,11.06,596,12.63,2025-12-05T03:31:48
7.55,11.06,597,12.63,2025-12-05T03:31:58
7.56,13.81,598,12.63,2025-12-05T03:32:08
7.57,11.06,598,12.63,2025-12-05T03:32:18
7.57,11.06,596,12.63,2025-12-05T03:32:29
7.57,11.06,595,12.63,2025-12-05T03:32:39
7.56,11.04,595,12.69,2025-12-05T03:32:49
7.57,11.06,596,12.63,2025-12-05T03:32:59
7.56,11.04,597,12.69,2025-12-05T03:33:09
7.57,11.04,593,12.69,2025-12-05T03:33:20
7.58,11.06,595,12.63,2025-12-05T03:33:30
7.56,13.79,597,12.69,2025-12-05T03:33:40
7.57,13.79,600,12.69,2025-12-05T03:33:50
7.58,13.79,602,12.69,2025-12-05T03:34:00
7.57,11.04,598,12.69,2025-12-05T03:34:11
7.57,11.04,595,12.69,2025-12-05T03:34:21
7.57,11.04,602,12.69,2025-12-05T03:34:31
7.57,11.04,598,12.69,2025-12-05T03:34:41
7.57,11.04,598,12.69,2025-12-05T03:34:51
7.57,13.81,596,12.63,2025-12-05T03:35:01
7.57,13.79,599,12.69,2025-12-05T03:35:12
7.57,13.79,599,12.69,2025-12-05T03:35:22
7.58,13.79,598,12.69,2025-12-05T03:35:32
7.57,13.79,596,12.69,2025-12-05T03:35:42
7.57,13.79,601,12.69,2025-12-05T03:35:52
7.57,13.79,601,12.69,2025-12-05T03:36:03
7.58,13.79,598,12.69,2025-12-05T03:36:13
7.58,11.04,593,12.69,2025-12-05T03:36:23
7.57,11.04,599,12.69,2025-12-05T03:36:33
7.57,13.79,597,12.69,2025-12-05T03:36:43
7.57,13.79,602,12.69,2025-12-05T03:36:54
7.56,13.79,602,12.69,2025-12-05T03:37:04
7.58,13.79,599,12.69,2025-12-05T03:37:14
7.58,11.03,600,12.75,2025-12-05T03:37:24
7.57,13.79,600,12.69,2025-12-05T03:37:34
7.57,13.76,600,12.75,2025-12-05T03:37:45
7.57,13.79,600,12.69,2025-12-05T03:37:55
7.57,13.79,597,12.69,2025-12-05T03:38:05
7.58,13.79,598,12.69,2025-12-05T03:38:15
7.58,13.76,610,12.75,2025-12-05T03:38:25
7.58,13.79,594,12.69,2025-12-05T03:38:36
7.58,13.76,601,12.75,2025-12-05T03:38:46
7.57,13.79,603,12.69,2025-12-05T03:38:56
7.57,13.76,599,12.75,2025-12-05T03:39:06
7.57,13.76,604,12.75,2025-12-05T03:39:16
7.57,13.76,597,12.75,2025-12-05T03:39:27
7.59,11.04,596,12.69,2025-12-05T03:39:37
7.58,13.79,598,12.69,2025-12-05T03:39:47
7.57,11.04,599,12.69,2025-12-05T03:39:57
7.57,13.76,600,12.75,2025-12-05T03:40:07
7.57,13.76,598,12.75,2025-12-05T03:40:17
7.57,13.79,600,12.69,2025-12-05T03:40:28
7.57,13.76,598,12.75,2025-12-05T03:40:38
7.57,13.76,600,12.75,2025-12-05T03:40:48
7.57,13.76,599,12.75,2025-12-05T03:40:58
7.57,13.76,601,12.75,2025-12-05T03:41:08
7.57,13.76,603,12.75,2025-12-05T03:41:19
7.57,13.76,600,12.75,2025-12-05T03:41:29
7.57,13.76,601,12.75,2025-12-05T03:41:39
7.57,13.76,599,12.75,2025-12-05T03:41:49
7.57,13.76,600,12.75,2025-12-05T03:41:59
7.57,11.03,600,12.75,2025-12-05T03:42:10
7.56,13.76,604,12.75,2025-12-05T03:42:20
7.57,11.03,592,12.75,2025-12-05T03:42:30
7.57,13.76,601,12.75,2025-12-05T03:42:40
7.57,13.76,600,12.75,2025-12-05T03:42:50
7.56,13.76,597,12.75,2025-12-05T03:43:01
7.57,13.76,599,12.75,2025-12-05T03:43:11
7.57,13.76,601,12.75,2025-12-05T03:43:21
7.57,13.76,600,12.75,2025-12-05T03:43:31
7.57,11.03,601,12.75,2025-12-05T03:43:41
7.57,11.03,601,12.75,2025-12-05T03:43:52
7.56,13.76,600,12.75,2025-12-05T03:44:02
7.56,13.76,599,12.75,2025-12-05T03:44:12
7.56,13.76,599,12.75,2025-12-05T03:44:22
7.56,13.76,602,12.75,2025-12-05T03:44:32
7.55,13.76,602,12.75,2025-12-05T03:44:43
7.56,13.76,597,12.75,2025-12-05T03:44:53
7.57,13.76,598,12.75,2025-12-05T03:45:03
7.57,11.03,601,12.75,2025-12-05T03:45:13
7.56,13.76,596,12.75,2025-12-05T03:45:23
7.56,13.76,600,12.75,2025-12-05T03:45:33
7.55,13.76,597,12.75,2025-12-05T03:45:44
7.56,13.76,596,12.75,2025-12-05T03:45:54
7.57,13.76,598,12.75,2025-12-05T03:46:04
7.56,13.76,597,12.75,2025-12-05T03:46:14
7.56,13.76,595,12.75,2025-12-05T03:46:24
7.57,13.76,601,12.75,2025-12-05T03:46:35
7.56,13.76,598,12.75,2025-12-05T03:46:45
7.56,13.76,594,12.75,2025-12-05T03:46:55
7.56,13.76,596,12.75,2025-12-05T03:47:05
7.57,13.76,596,12.75,2025-12-05T03:47:15
7.56,13.76,599,12.75,2025-12-05T03:47:26
7.54,13.76,605,12.75,2025-12-05T03:47:36
7.56,13.76,609,12.75,2025-12-05T03:47:46
7.57,11.03,610,12.75,2025-12-05T03:47:56
7.56,11.03,610,12.75,2025-12-05T03:48:06
7.56,11.03,608,12.75,2025-12-05T03:48:17
7.56,13.76,610,12.75,2025-12-05T03:48:27
7.55,13.74,612,12.81,2025-12-05T03:48:37
7.56,13.74,614,12.81,2025-12-05T03:48:47
7.56,13.74,611,12.81,2025-12-05T03:48:57
7.55,13.76,609,12.75,2025-12-05T03:49:08
7.56,13.74,611,12.81,2025-12-05T03:49:18
